unitid,cohort,Rate,iclevel,control,hloffer,locale,instcat,c21enprf,cbsatype,GrantRate,GrantAvg,PellRate,LoanRate,LoanAvg,InDistrictT,InDistrictTDiff,InDistrictF,InDistrictFDiff,InStateT,InstateF,OutStateT,OutStateTDiff,OutStateF,OutStateFDiff,Housing,ScaledHousingCap,board,roomamt,boardamt,AvgSalary,StuFacRatio
490285,,,At least 2 but less than 4 years,Private for-profit,Associate^s degree,City: Large,"Degree-granting, associate^s and certificates",Exclusively undergraduate two-year,Metropolitan Statistical Area,73.10%,2840.9177215,12.03%,15.82%,1240.4208861,0,0,0,0,14640,750,0,0,0,0,0,,3,0,0,,
490294,,,Less than 2 years (below associate),Private for-profit,"At least 1, but less than 2 academic yrs",City: Small,"Nondegree-granting, sub-baccalaureate","Not applicable, not in Carnegie universe (not accredited or nondegree-granting)",Metropolitan Statistical Area,,,,,,,,,,,,,,,,,,,,,,
490300,,,Less than 2 years (below associate),Private for-profit,"At least 1, but less than 2 academic yrs",Suburb: Large,"Nondegree-granting, sub-baccalaureate","Not applicable, not in Carnegie universe (not accredited or nondegree-granting)",Metropolitan Statistical Area,,,,,,,,,,,,,,,,,,,,,,
490319,24,4.17%,Four or more years,Private not-for-profit,Bachelor^s degree,City: Small,"Degree-granting, primarily baccalaureate or above",Exclusively undergraduate four-year,Metropolitan Statistical Area,100.0%,8506.0416667,62.50%,0.00%,0,0,0,0,0,9430,150,0,0,0,0,1,0.3,1,1450,950,,
490328,,,Four or more years,Private not-for-profit,Bachelor^s degree,Suburb: Large,"Degree-granting, primarily baccalaureate or above",Exclusively undergraduate four-year,Metropolitan Statistical Area,98.25%,9180.0701754,84.21%,0.00%,0,0,0,0,0,10550,0,0,0,0,0,0,,3,0,0,,
490337,,,Less than 2 years (below associate),Private for-profit,"At least 1, but less than 2 academic yrs",City: Large,"Nondegree-granting, sub-baccalaureate","Not applicable, not in Carnegie universe (not accredited or nondegree-granting)",Metropolitan Statistical Area,,,,,,,,,,,,,,,,,,,,,,
490346,,,At least 2 but less than 4 years,Private not-for-profit,Associate^s degree,City: Large,"Degree-granting, associate^s and certificates",Exclusively undergraduate two-year,Metropolitan Statistical Area,59.57%,6183.8085106,57.45%,0.00%,0,0,0,0,0,13920,100,0,0,0,0,0,,3,0,0,,
490373,,,Four or more years,Private not-for-profit,Doctor^s degree,City: Small,"Degree-granting, graduate with no undergraduate degrees",Exclusively graduate,Metropolitan Statistical Area,,,,,,,,,,,,,,,,,,,,,,
490382,,,Less than 2 years (below associate),Private for-profit,"At least 1, but less than 2 academic yrs",Suburb: Midsize,"Nondegree-granting, sub-baccalaureate","Not applicable, not in Carnegie universe (not accredited or nondegree-granting)",Metropolitan Statistical Area,,,,,,,,,,,,,,,,,,,,,,
490391,,,Less than 2 years (below associate),Private for-profit,"At least 1, but less than 2 academic yrs",Suburb: Large,"Nondegree-granting, sub-baccalaureate","Not applicable, not in Carnegie universe (not accredited or nondegree-granting)",Metropolitan Statistical Area,,,,,,,,,,,,,,,,,,,,,,
490407,,,Less than 2 years (below associate),Private for-profit,"At least 1, but less than 2 academic yrs",Suburb: Large,"Nondegree-granting, sub-baccalaureate","Not applicable, not in Carnegie universe (not accredited or nondegree-granting)",Metropolitan Statistical Area,,,,,,,,,,,,,,,,,,,,,,
490416,,,Less than 2 years (below associate),Private for-profit,"At least 1, but less than 2 academic yrs",Suburb: Large,"Nondegree-granting, sub-baccalaureate","Not applicable, not in Carnegie universe (not accredited or nondegree-granting)",Metropolitan Statistical Area,,,,,,,,,,,,,,,,,,,,,,
490425,,,Less than 2 years (below associate),Private for-profit,"At least 1, but less than 2 academic yrs",City: Large,"Nondegree-granting, sub-baccalaureate","Not applicable, not in Carnegie universe (not accredited or nondegree-granting)",Metropolitan Statistical Area,,,,,,,,,,,,,,,,,,,,,,
490434,,,Less than 2 years (below associate),Private for-profit,"At least 1, but less than 2 academic yrs",Suburb: Small,"Nondegree-granting, sub-baccalaureate","Not applicable, not in Carnegie universe (not accredited or nondegree-granting)",Metropolitan Statistical Area,,,,,,,,,,,,,,,,,,,,,,
490443,,,Less than 2 years (below associate),Private for-profit,Award of less than one academic year,Suburb: Large,"Nondegree-granting, sub-baccalaureate","Not applicable, not in Carnegie universe (not accredited or nondegree-granting)",Metropolitan Statistical Area,,,,,,,,,,,,,,,,,,,,,,
490452,,,Less than 2 years (below associate),Private for-profit,"At least 1, but less than 2 academic yrs",Suburb: Large,"Nondegree-granting, sub-baccalaureate","Not applicable, not in Carnegie universe (not accredited or nondegree-granting)",Metropolitan Statistical Area,,,,,,,,,,,,,,,,,,,,,,
490461,,,Less than 2 years (below associate),Private for-profit,Award of less than one academic year,Suburb: Large,"Nondegree-granting, sub-baccalaureate","Not applicable, not in Carnegie universe (not accredited or nondegree-granting)",Metropolitan Statistical Area,,,,,,,,,,,,,,,,,,,,,,
490470,,,Less than 2 years (below associate),Private for-profit,Award of less than one academic year,City: Large,"Nondegree-granting, sub-baccalaureate","Not applicable, not in Carnegie universe (not accredited or nondegree-granting)",Metropolitan Statistical Area,,,,,,,,,,,,,,,,,,,,,,
490489,,,At least 2 but less than 4 years,Private not-for-profit,"At least 2, but less than 4 academic yrs",City: Large,"Nondegree-granting, sub-baccalaureate","Not applicable, not in Carnegie universe (not accredited or nondegree-granting)",Metropolitan Statistical Area,,,,,,,,,,,,,,,,,,,,,,
490498,,,At least 2 but less than 4 years,Private not-for-profit,Associate^s degree,City: Midsize,"Degree-granting, associate^s and certificates","Not applicable, not in Carnegie universe (not accredited or nondegree-granting)",Metropolitan Statistical Area,,,,,,,,,,,,,,,,,,,,,,
490504,,,Four or more years,Private not-for-profit,Bachelor^s degree,Suburb: Large,"Degree-granting, not primarily baccalaureate or above",Exclusively undergraduate four-year,Metropolitan Statistical Area,100.0%,9605.2162162,35.14%,0.00%,0,0,0,0,0,9780,450,0,0,0,0,1,0.8222222222,1,0,0,,
490513,16,62.50%,Four or more years,Private not-for-profit,Bachelor^s degree,City: Small,"Degree-granting, not primarily baccalaureate or above",Exclusively undergraduate four-year,Metropolitan Statistical Area,87.80%,5227.5365854,17.07%,0.00%,0,0,0,0,0,11400,250,0,0,0,0,1,0.6307692308,1,0,0,,
490522,,,Less than 2 years (below associate),Private for-profit,"At least 1, but less than 2 academic yrs",Suburb: Large,"Nondegree-granting, sub-baccalaureate","Not applicable, not in Carnegie universe (not accredited or nondegree-granting)",Metropolitan Statistical Area,,,,,,,,,,,,,,,,,,,,,,
490531,,,Less than 2 years (below associate),Private for-profit,"At least 1, but less than 2 academic yrs",City: Midsize,"Nondegree-granting, sub-baccalaureate","Not applicable, not in Carnegie universe (not accredited or nondegree-granting)",Metropolitan Statistical Area,,,,,,,,,,,,,,,,,,,,,,
490540,,,Less than 2 years (below associate),Private for-profit,"At least 1, but less than 2 academic yrs",Town: Distant,"Nondegree-granting, sub-baccalaureate","Not applicable, not in Carnegie universe (not accredited or nondegree-granting)",Not applicable,,,,,,,,,,,,,,,,,,,,,,
490559,,,At least 2 but less than 4 years,Private for-profit,Associate^s degree,Suburb: Large,"Degree-granting, associate^s and certificates",Exclusively undergraduate two-year,Metropolitan Statistical Area,,,,,,,,,,,,,,,,,,,,,,
490568,,,At least 2 but less than 4 years,Private for-profit,Associate^s degree,Town: Distant,Not applicable,"Not applicable, not in Carnegie universe (not accredited or nondegree-granting)",Micropolitan Statistical Area,,,,,,,,,,,,,,,,,,,,,,
490601,,,Four or more years,Private not-for-profit,Doctor^s degree,City: Small,"Degree-granting, graduate with no undergraduate degrees","Not applicable, not in Carnegie universe (not accredited or nondegree-granting)",Metropolitan Statistical Area,,,,,,,,,,,,,,,,,,,,,,
490674,,,Less than 2 years (below associate),Private for-profit,"At least 1, but less than 2 academic yrs",Town: Distant,"Nondegree-granting, sub-baccalaureate","Not applicable, not in Carnegie universe (not accredited or nondegree-granting)",Micropolitan Statistical Area,,,,,,,,,,,,,,,,,,,,,,
490692,,,At least 2 but less than 4 years,Private for-profit,"At least 2, but less than 4 academic yrs",Suburb: Large,"Nondegree-granting, sub-baccalaureate","Not applicable, not in Carnegie universe (not accredited or nondegree-granting)",Metropolitan Statistical Area,,,,,,,,,,,,,,,,,,,,,,
490717,,,Less than 2 years (below associate),Private for-profit,"At least 1, but less than 2 academic yrs",City: Large,"Nondegree-granting, sub-baccalaureate","Not applicable, not in Carnegie universe (not accredited or nondegree-granting)",Metropolitan Statistical Area,,,,,,,,,,,,,,,,,,,,,,
490735,,,Less than 2 years (below associate),Private for-profit,"At least 1, but less than 2 academic yrs",City: Large,"Nondegree-granting, sub-baccalaureate","Not applicable, not in Carnegie universe (not accredited or nondegree-granting)",Metropolitan Statistical Area,,,,,,,,,,,,,,,,,,,,,,
490744,,,Less than 2 years (below associate),Private for-profit,"At least 1, but less than 2 academic yrs",City: Small,"Nondegree-granting, sub-baccalaureate","Not applicable, not in Carnegie universe (not accredited or nondegree-granting)",Metropolitan Statistical Area,,,,,,,,,,,,,,,,,,,,,,
490753,,,Four or more years,Private not-for-profit,Master^s degree,Rural: Fringe,"Degree-granting, graduate with no undergraduate degrees",Majority graduate,Not applicable,,,,,,,,,,,,,,,,,,,,,47526,
490805,1510,40.26%,Four or more years,Public,Doctor^s degree,Suburb: Large,"Degree-granting, primarily baccalaureate or above",Very high undergraduate,Metropolitan Statistical Area,50.60%,3182.7797166,30.72%,31.67%,2031.5532264,0,0,0,0,6977,757,1,6615,0,0,1,11.477150538,3,5850,0,80486.051282,18.2
490814,,,Less than 2 years (below associate),Private for-profit,"At least 1, but less than 2 academic yrs",Suburb: Midsize,"Nondegree-granting, sub-baccalaureate","Not applicable, not in Carnegie universe (not accredited or nondegree-granting)",Metropolitan Statistical Area,,,,,,,,,,,,,,,,,,,,,,
490832,,,At least 2 but less than 4 years,Private for-profit,Associate^s degree,Suburb: Large,"Degree-granting, associate^s and certificates",Exclusively undergraduate two-year,Metropolitan Statistical Area,,,,,,,,,,,,,,,,,,,,,,
490841,,,At least 2 but less than 4 years,Private for-profit,Associate^s degree,Suburb: Large,"Degree-granting, associate^s and certificates","Not applicable, not in Carnegie universe (not accredited or nondegree-granting)",Metropolitan Statistical Area,,,,,,,,,,,,,,,,,,,,,,
490869,,,Less than 2 years (below associate),Private for-profit,"At least 1, but less than 2 academic yrs",Suburb: Large,"Nondegree-granting, sub-baccalaureate","Not applicable, not in Carnegie universe (not accredited or nondegree-granting)",Metropolitan Statistical Area,,,,,,,,,,,,,,,,,,,,,,
490878,,,Four or more years,Private for-profit,Bachelor^s degree,City: Large,"Degree-granting, not primarily baccalaureate or above",Exclusively undergraduate four-year,Metropolitan Statistical Area,95.80%,4488.4668142,62.83%,71.90%,6242.5154867,0,0,0,0,15014,75,0,0,0,0,0,,3,0,0,,
490896,,,Less than 2 years (below associate),Private for-profit,Award of less than one academic year,Suburb: Large,"Nondegree-granting, sub-baccalaureate","Not applicable, not in Carnegie universe (not accredited or nondegree-granting)",Metropolitan Statistical Area,,,,,,,,,,,,,,,,,,,,,,
490948,,,Less than 2 years (below associate),Private for-profit,"At least 1, but less than 2 academic yrs",City: Large,"Nondegree-granting, sub-baccalaureate","Not applicable, not in Carnegie universe (not accredited or nondegree-granting)",Metropolitan Statistical Area,,,,,,,,,,,,,,,,,,,,,,
490975,,,At least 2 but less than 4 years,Private for-profit,Associate^s degree,Suburb: Large,"Degree-granting, associate^s and certificates",Exclusively undergraduate two-year,Metropolitan Statistical Area,83.67%,4674.505102,75.00%,79.34%,7083.7091837,0,0,0,0,18732,406,0,0,0,0,0,,3,0,0,,
491057,14,7.14%,Four or more years,Private not-for-profit,Bachelor^s degree,City: Large,"Degree-granting, primarily baccalaureate or above",Exclusively undergraduate four-year,Metropolitan Statistical Area,97.67%,13600.610465,91.86%,0.00%,0,0,0,0,0,11800,0,0,0,0,0,1,4.3,1,1600,3000,,
491066,,,Less than 2 years (below associate),Private for-profit,"At least 1, but less than 2 academic yrs",Suburb: Large,"Nondegree-granting, sub-baccalaureate","Not applicable, not in Carnegie universe (not accredited or nondegree-granting)",Metropolitan Statistical Area,,,,,,,,,,,,,,,,,,,,,,
491075,,,Less than 2 years (below associate),Private for-profit,"At least 1, but less than 2 academic yrs",Suburb: Large,"Nondegree-granting, sub-baccalaureate","Not applicable, not in Carnegie universe (not accredited or nondegree-granting)",Metropolitan Statistical Area,,,,,,,,,,,,,,,,,,,,,,
491084,,,Less than 2 years (below associate),Private for-profit,"At least 1, but less than 2 academic yrs",Suburb: Large,"Nondegree-granting, sub-baccalaureate","Not applicable, not in Carnegie universe (not accredited or nondegree-granting)",Metropolitan Statistical Area,,,,,,,,,,,,,,,,,,,,,,
491136,,,Less than 2 years (below associate),Private for-profit,"At least 1, but less than 2 academic yrs",Suburb: Large,"Nondegree-granting, sub-baccalaureate","Not applicable, not in Carnegie universe (not accredited or nondegree-granting)",Metropolitan Statistical Area,,,,,,,,,,,,,,,,,,,,,,
491145,,,Less than 2 years (below associate),Private for-profit,"At least 1, but less than 2 academic yrs",City: Midsize,"Nondegree-granting, sub-baccalaureate","Not applicable, not in Carnegie universe (not accredited or nondegree-granting)",Metropolitan Statistical Area,,,,,,,,,,,,,,,,,,,,,,
491181,,,At least 2 but less than 4 years,Private for-profit,Associate^s degree,Town: Remote,"Degree-granting, associate^s and certificates",Exclusively undergraduate two-year,Not applicable,,,,,,,,,,,,,,,,,,,,,,
491190,,,Four or more years,Private not-for-profit,Doctor^s degree,City: Large,"Degree-granting, primarily baccalaureate or above",Exclusively graduate,Metropolitan Statistical Area,,,,,,0,0,0,0,11328,1384,0,0,0,0,0,,3,0,0,,
491215,,,Less than 2 years (below associate),Private for-profit,Award of less than one academic year,Suburb: Midsize,"Nondegree-granting, sub-baccalaureate","Not applicable, not in Carnegie universe (not accredited or nondegree-granting)",Metropolitan Statistical Area,,,,,,,,,,,,,,,,,,,,,,
491224,,,Less than 2 years (below associate),Private for-profit,"At least 1, but less than 2 academic yrs",City: Small,"Nondegree-granting, sub-baccalaureate","Not applicable, not in Carnegie universe (not accredited or nondegree-granting)",Metropolitan Statistical Area,,,,,,,,,,,,,,,,,,,,,,
491233,,,Less than 2 years (below associate),Private for-profit,"At least 1, but less than 2 academic yrs",City: Small,"Nondegree-granting, sub-baccalaureate","Not applicable, not in Carnegie universe (not accredited or nondegree-granting)",Metropolitan Statistical Area,,,,,,,,,,,,,,,,,,,,,,
491242,,,Less than 2 years (below associate),Private for-profit,"At least 1, but less than 2 academic yrs",City: Midsize,"Nondegree-granting, sub-baccalaureate","Not applicable, not in Carnegie universe (not accredited or nondegree-granting)",Metropolitan Statistical Area,,,,,,,,,,,,,,,,,,,,,,
491251,,,Less than 2 years (below associate),Private for-profit,"At least 1, but less than 2 academic yrs",City: Large,"Nondegree-granting, sub-baccalaureate","Not applicable, not in Carnegie universe (not accredited or nondegree-granting)",Metropolitan Statistical Area,,,,,,,,,,,,,,,,,,,,,,
491260,,,Less than 2 years (below associate),Private for-profit,"At least 1, but less than 2 academic yrs",Town: Distant,"Nondegree-granting, sub-baccalaureate","Not applicable, not in Carnegie universe (not accredited or nondegree-granting)",Micropolitan Statistical Area,,,,,,,,,,,,,,,,,,,,,,
491288,,,Four or more years,Public,Bachelor^s degree,City: Large,"Degree-granting, primarily baccalaureate or above",Exclusively undergraduate four-year,Metropolitan Statistical Area,36.61%,1783.4728814,16.78%,34.75%,1880.1186441,0,0,0,0,6750,0,0,0,0,0,0,,3,0,0,,
491297,,,Four or more years,Public,Bachelor^s degree,Suburb: Midsize,"Degree-granting, primarily baccalaureate or above",Exclusively undergraduate four-year,Metropolitan Statistical Area,11.72%,370.46206897,11.72%,33.79%,1607.0896552,0,0,0,0,6750,0,0,0,0,0,0,,3,0,0,,
491394,,,Less than 2 years (below associate),Private for-profit,"At least 1, but less than 2 academic yrs",City: Large,"Nondegree-granting, sub-baccalaureate","Not applicable, not in Carnegie universe (not accredited or nondegree-granting)",Metropolitan Statistical Area,,,,,,,,,,,,,,,,,,,,,,
491446,,,At least 2 but less than 4 years,Private not-for-profit,Associate^s degree,City: Large,"Degree-granting, associate^s and certificates",Exclusively undergraduate two-year,Metropolitan Statistical Area,98.47%,6505.5954198,83.21%,0.00%,0,0,0,0,0,8150,250,0,0,0,0,0,,3,0,0,,
491464,,,Less than 2 years (below associate),Public,"At least 1, but less than 2 academic yrs",Suburb: Large,"Nondegree-granting, sub-baccalaureate","Not applicable, not in Carnegie universe (not accredited or nondegree-granting)",Metropolitan Statistical Area,,,,,,,,,,,,,,,,,,,,,,
491473,,,Less than 2 years (below associate),Public,"At least 1, but less than 2 academic yrs",Rural: Fringe,"Nondegree-granting, sub-baccalaureate","Not applicable, not in Carnegie universe (not accredited or nondegree-granting)",Metropolitan Statistical Area,,,,,,,,,,,,,,,,,,,,,,
491482,,,Less than 2 years (below associate),Private for-profit,Award of less than one academic year,City: Large,"Nondegree-granting, sub-baccalaureate","Not applicable, not in Carnegie universe (not accredited or nondegree-granting)",Metropolitan Statistical Area,,,,,,,,,,,,,,,,,,,,,,
491507,,,Less than 2 years (below associate),Private for-profit,Award of less than one academic year,Suburb: Large,"Nondegree-granting, sub-baccalaureate","Not applicable, not in Carnegie universe (not accredited or nondegree-granting)",Metropolitan Statistical Area,,,,,,,,,,,,,,,,,,,,,,
491525,8,50.00%,Four or more years,Private not-for-profit,Bachelor^s degree,Suburb: Large,"Degree-granting, primarily baccalaureate or above",Exclusively undergraduate four-year,Metropolitan Statistical Area,98.44%,6491.609375,48.44%,0.00%,0,0,0,0,0,5760,470,0,0,0,0,1,0.9411764706,1,1850,3040,,
491534,,,Less than 2 years (below associate),Private for-profit,Award of less than one academic year,City: Midsize,"Nondegree-granting, sub-baccalaureate","Not applicable, not in Carnegie universe (not accredited or nondegree-granting)",Metropolitan Statistical Area,,,,,,,,,,,,,,,,,,,,,,
491543,,,Less than 2 years (below associate),Private for-profit,"At least 1, but less than 2 academic yrs",City: Midsize,"Nondegree-granting, sub-baccalaureate","Not applicable, not in Carnegie universe (not accredited or nondegree-granting)",Metropolitan Statistical Area,,,,,,,,,,,,,,,,,,,,,,
491552,,,Less than 2 years (below associate),Private for-profit,"At least 1, but less than 2 academic yrs",City: Small,"Nondegree-granting, sub-baccalaureate","Not applicable, not in Carnegie universe (not accredited or nondegree-granting)",Metropolitan Statistical Area,,,,,,,,,,,,,,,,,,,,,,
491570,,,Less than 2 years (below associate),Private for-profit,"At least 1, but less than 2 academic yrs",City: Large,"Nondegree-granting, sub-baccalaureate","Not applicable, not in Carnegie universe (not accredited or nondegree-granting)",Metropolitan Statistical Area,92.00%,3820.16,92.00%,92.00%,8544.48,0,0,0,0,28050,50,0,0,0,0,0,,3,0,0,,
491589,,,Less than 2 years (below associate),Private not-for-profit,"At least 1, but less than 2 academic yrs",City: Large,"Nondegree-granting, sub-baccalaureate","Not applicable, not in Carnegie universe (not accredited or nondegree-granting)",Metropolitan Statistical Area,,,,,,,,,,,,,,,,,,,,,,
491598,,,Less than 2 years (below associate),Private for-profit,Award of less than one academic year,Suburb: Large,"Nondegree-granting, sub-baccalaureate","Not applicable, not in Carnegie universe (not accredited or nondegree-granting)",Metropolitan Statistical Area,,,,,,,,,,,,,,,,,,,,,,
491613,,,Four or more years,Private not-for-profit,Bachelor^s degree,Suburb: Large,"Degree-granting, primarily baccalaureate or above","Not applicable, not in Carnegie universe (not accredited or nondegree-granting)",Metropolitan Statistical Area,98.68%,8233.7105263,51.32%,0.00%,0,0,0,0,0,9550,300,0,0,0,0,1,0.6333333333,1,0,0,,
491622,21,76.19%,Four or more years,Private not-for-profit,Bachelor^s degree,Suburb: Large,"Degree-granting, not primarily baccalaureate or above",Exclusively undergraduate four-year,Metropolitan Statistical Area,97.30%,9394.5135135,47.30%,0.00%,0,0,0,0,0,12000,150,0,0,0,0,1,0.5285714286,1,3040,640,,
491631,4,50.00%,Four or more years,Private not-for-profit,Bachelor^s degree,City: Large,"Degree-granting, primarily baccalaureate or above",Exclusively undergraduate four-year,Metropolitan Statistical Area,68.03%,2862.5782313,21.09%,0.00%,0,0,0,0,0,10574,125,0,0,0,0,0,,3,0,0,,
491640,22,68.18%,Four or more years,Private not-for-profit,Bachelor^s degree,City: Small,"Degree-granting, not primarily baccalaureate or above",Exclusively undergraduate two-year,Metropolitan Statistical Area,99.36%,7240.1538462,64.10%,0.00%,0,0,0,0,0,8900,150,0,0,0,0,1,1.248,1,0,0,,
491659,,,Less than 2 years (below associate),Private not-for-profit,"At least 1, but less than 2 academic yrs",City: Large,"Nondegree-granting, sub-baccalaureate","Not applicable, not in Carnegie universe (not accredited or nondegree-granting)",Metropolitan Statistical Area,,,,,,,,,,,,,,,,,,,,,,
491668,,,Less than 2 years (below associate),Private for-profit,"At least 1, but less than 2 academic yrs",City: Large,"Nondegree-granting, sub-baccalaureate","Not applicable, not in Carnegie universe (not accredited or nondegree-granting)",Metropolitan Statistical Area,,,,,,,,,,,,,,,,,,,,,,
491677,,,Less than 2 years (below associate),Private for-profit,"At least 1, but less than 2 academic yrs",City: Small,"Nondegree-granting, sub-baccalaureate","Not applicable, not in Carnegie universe (not accredited or nondegree-granting)",Metropolitan Statistical Area,,,,,,,,,,,,,,,,,,,,,,
491686,,,Less than 2 years (below associate),Private for-profit,"At least 1, but less than 2 academic yrs",City: Large,"Nondegree-granting, sub-baccalaureate","Not applicable, not in Carnegie universe (not accredited or nondegree-granting)",Metropolitan Statistical Area,,,,,,,,,,,,,,,,,,,,,,
491695,,,Less than 2 years (below associate),Private for-profit,"At least 1, but less than 2 academic yrs",Suburb: Large,"Nondegree-granting, sub-baccalaureate","Not applicable, not in Carnegie universe (not accredited or nondegree-granting)",Metropolitan Statistical Area,,,,,,,,,,,,,,,,,,,,,,
491701,,,Less than 2 years (below associate),Private for-profit,Award of less than one academic year,Town: Distant,"Nondegree-granting, sub-baccalaureate","Not applicable, not in Carnegie universe (not accredited or nondegree-granting)",Micropolitan Statistical Area,,,,,,,,,,,,,,,,,,,,,,
491710,13,7.69%,Four or more years,Private not-for-profit,Bachelor^s degree,Suburb: Large,"Degree-granting, primarily baccalaureate or above",Exclusively undergraduate four-year,Metropolitan Statistical Area,100.0%,4358.8468468,7.21%,0.00%,0,0,0,0,0,8550,0,0,0,0,0,1,1.2333333333,1,0,0,,
491729,,,Less than 2 years (below associate),Private for-profit,"At least 1, but less than 2 academic yrs",Town: Remote,"Nondegree-granting, sub-baccalaureate","Not applicable, not in Carnegie universe (not accredited or nondegree-granting)",Micropolitan Statistical Area,,,,,,,,,,,,,,,,,,,,,,
491738,,,At least 2 but less than 4 years,Private for-profit,"At least 2, but less than 4 academic yrs",City: Small,"Nondegree-granting, sub-baccalaureate","Not applicable, not in Carnegie universe (not accredited or nondegree-granting)",Metropolitan Statistical Area,,,,,,,,,,,,,,,,,,,,,,
491747,,,Less than 2 years (below associate),Private for-profit,"At least 1, but less than 2 academic yrs",City: Small,"Nondegree-granting, sub-baccalaureate","Not applicable, not in Carnegie universe (not accredited or nondegree-granting)",Metropolitan Statistical Area,,,,,,,,,,,,,,,,,,,,,,
491756,,,Less than 2 years (below associate),Private for-profit,"At least 1, but less than 2 academic yrs",Suburb: Large,"Nondegree-granting, sub-baccalaureate","Not applicable, not in Carnegie universe (not accredited or nondegree-granting)",Metropolitan Statistical Area,,,,,,,,,,,,,,,,,,,,,,
491765,26,3.85%,Four or more years,Private not-for-profit,Bachelor^s degree,Suburb: Large,"Degree-granting, primarily baccalaureate or above","Not applicable, not in Carnegie universe (not accredited or nondegree-granting)",Metropolitan Statistical Area,94.74%,5136.6,14.74%,0.00%,0,0,0,0,0,9200,150,0,0,0,0,1,1.130952381,1,0,0,,
491774,,,Less than 2 years (below associate),Private for-profit,"At least 1, but less than 2 academic yrs",City: Large,"Nondegree-granting, sub-baccalaureate","Not applicable, not in Carnegie universe (not accredited or nondegree-granting)",Metropolitan Statistical Area,,,,,,,,,,,,,,,,,,,,,,
491783,,,Less than 2 years (below associate),Public,"At least 1, but less than 2 academic yrs",Suburb: Midsize,"Nondegree-granting, sub-baccalaureate","Not applicable, not in Carnegie universe (not accredited or nondegree-granting)",Metropolitan Statistical Area,,,,,,,,,,,,,,,,,,,,,,
491792,,,Less than 2 years (below associate),Private for-profit,"At least 1, but less than 2 academic yrs",Suburb: Large,"Nondegree-granting, sub-baccalaureate","Not applicable, not in Carnegie universe (not accredited or nondegree-granting)",Metropolitan Statistical Area,,,,,,,,,,,,,,,,,,,,,,
491808,,,Four or more years,Private for-profit,Doctor^s degree,City: Small,"Degree-granting, graduate with no undergraduate degrees",Exclusively graduate,Metropolitan Statistical Area,,,,,,,,,,,,,,,,,,,,,,
491817,,,At least 2 but less than 4 years,Private not-for-profit,Associate^s degree,Suburb: Large,"Degree-granting, associate^s and certificates",Exclusively undergraduate two-year,Metropolitan Statistical Area,98.63%,5396.6347032,52.05%,0.00%,0,0,0,0,0,11300,600,0,0,0,0,0,,1,0,3000,,
491826,,,Less than 2 years (below associate),Private for-profit,"At least 1, but less than 2 academic yrs",City: Large,"Nondegree-granting, sub-baccalaureate","Not applicable, not in Carnegie universe (not accredited or nondegree-granting)",Metropolitan Statistical Area,,,,,,,,,,,,,,,,,,,,,,
491835,,,Less than 2 years (below associate),Private for-profit,"At least 1, but less than 2 academic yrs",City: Large,"Nondegree-granting, sub-baccalaureate","Not applicable, not in Carnegie universe (not accredited or nondegree-granting)",Metropolitan Statistical Area,,,,,,,,,,,,,,,,,,,,,,
491844,,,At least 2 but less than 4 years,Public,Associate^s degree,Rural: Remote,"Degree-granting, associate^s and certificates",Exclusively undergraduate two-year,Micropolitan Statistical Area,75.47%,7971.1792453,62.26%,0.00%,0,0,0,0,0,5070,850,0,0,0,0,0,,3,0,0,55476,10.6
491853,,,Less than 2 years (below associate),Private for-profit,"At least 1, but less than 2 academic yrs",Town: Distant,"Nondegree-granting, sub-baccalaureate","Not applicable, not in Carnegie universe (not accredited or nondegree-granting)",Metropolitan Statistical Area,,,,,,,,,,,,,,,,,,,,,,
491871,,,Less than 2 years (below associate),Private for-profit,"At least 1, but less than 2 academic yrs",City: Large,"Nondegree-granting, sub-baccalaureate","Not applicable, not in Carnegie universe (not accredited or nondegree-granting)",Metropolitan Statistical Area,,,,,,,,,,,,,,,,,,,,,,
491880,,,Less than 2 years (below associate),Private for-profit,"At least 1, but less than 2 academic yrs",City: Small,"Nondegree-granting, sub-baccalaureate","Not applicable, not in Carnegie universe (not accredited or nondegree-granting)",Metropolitan Statistical Area,,,,,,,,,,,,,,,,,,,,,,
491899,,,Less than 2 years (below associate),Private for-profit,"At least 1, but less than 2 academic yrs",City: Large,"Nondegree-granting, sub-baccalaureate","Not applicable, not in Carnegie universe (not accredited or nondegree-granting)",Metropolitan Statistical Area,,,,,,,,,,,,,,,,,,,,,,
491905,,,Less than 2 years (below associate),Private for-profit,"At least 1, but less than 2 academic yrs",City: Small,"Nondegree-granting, sub-baccalaureate","Not applicable, not in Carnegie universe (not accredited or nondegree-granting)",Metropolitan Statistical Area,,,,,,,,,,,,,,,,,,,,,,
491914,16,93.75%,Four or more years,Private not-for-profit,Bachelor^s degree,City: Small,"Degree-granting, not primarily baccalaureate or above",Exclusively undergraduate two-year,Metropolitan Statistical Area,100.0%,6914.7467532,35.71%,0.00%,0,0,0,0,0,9050,0,0,0,0,0,1,0.8555555556,1,0,0,,
491923,,,Less than 2 years (below associate),Private for-profit,Award of less than one academic year,City: Midsize,"Nondegree-granting, sub-baccalaureate","Not applicable, not in Carnegie universe (not accredited or nondegree-granting)",Metropolitan Statistical Area,,,,,,,,,,,,,,,,,,,,,,
